Customer_ID;First_Name;Last_Name;Email;Phone;City;Postal_Code;Address;Customer_Type;Region_ID
779;Marcelina;Łukowiak;czescikmateusz@fundacja.pl;32 895 17 77;Płock;09-400;aleja Jodłowa 335;Subscriber;7
780;Dorota; Grzegorzak;kornelia01@onet.pl;578 846 092;Łomża;18-400;aleja Paderewskiego 54/18;New;10
781;Liwia;Helak;gtatarek@gabinety.org;798 826 383;Świnoujście;72-600;pl. Kielecka 08/21;Subscriber;16
782;Szymon;Kasznia;hamrolmilosz@wojcik-kawulok.pl;+48 793 972 354;Brzeg;32-800;ulica Gołębia 802;Subscriber;8
783;Kamila;Martynowicz;saraszpila@gabinety.pl;+48 797 070 889;Gdańsk;80-001;al. Turkusowa 92;Subscriber;11
784;Klara;Zagozda;ida49@spoldzielnia.pl;784 143 862;Piotrków Trybunalski;97-300;pl. Staszica 17/13;Subscriber;5
785;Olaf;Kolek;tolakowalak@onet.pl;889 584 077;Jelenia Góra;58-500;-1;Subscriber;1
786;Elżbieta;Kenig;oskar81@yahoo.com;727 453 964;Szczecin;70-001;aleja Jesionowa 42/54;Subscriber;16
787;Nicole;Bąkiewicz;nbakiewicz@o2.pl;503 294 849;Chełm;22-100;ul. Brzoskwiniowa 02/80;Subscriber;3
788;Krystian;Sabak;walesaborys@yahoo.com;605 545 413;Gdynia;81-000;ulica Miodowa 85/80;New;11
789;Agnieszka;Baster;whalama@paw.pl;+48 512 957 644;Przemyśl;37-700;al. Modrzewiowa 45/92;New;9
790;Karol;Dydo;sandrakowalak@fpuh.net;795 703 599;Nowa Sól;67-100;plac Cegielniana 210;New;4
791;Marcel;Pytlarz;andziakewa@interia.pl;+48 692 020 614;Przemyśl;37-700;aleja Śląska 02/72;Subscriber;9
792;Artur;Piesik;maks88@ppuh.pl;886 350 920;Gdańsk;80-001;aleja Irysowa 848;Subscriber;11
793;Aniela;Dydo;aklups@fpuh.com;+48 575 243 265;Nysa;48-267;al. Osiedlowa 21/87;New;8
794;Sonia;Wabik;kskonieczka@januszewicz-gendera.com;880 511 934;Ełk;19-300;ulica Krasińskiego 86;Subscriber;14
795;Aleksander;Tylek;morongrzegorz@o2.pl;+48 660 399 636;Lublin;20-001;ul. Orla 61;New;3
796;Ignacy;Palus;gaudynjacek@o2.pl;+48 32 490 79 77;Gliwice;44-100;al. Stycznia 64/80;New;12
797;Gaja;Kołaczek;szymondrobnik@ppuh.com;513 349 369;Brzeg;32-800;aleja Strumykowa 919;New;8
798;Agnieszka;Ciochoń;nicewiczelzbieta@grupa.pl;+48 539 824 026;Wrocław;50-001;plac Fredry 75;New;1
799;Sylwia;Ogonek;mieszko71@spoldzielnia.com;516 489 277;Gorzów Wielkopolski;66-400;aleja Strażacka 374;New;4
800;Urszula;Walkusz;artur55@fundacja.net;574 667 457;Wrocław;50-001;ul. Jadwigi 11/07;New;1
801;Mariusz;Kwapis;konatagnieszka@o2.pl;606 575 876;Pabianice;95-050;pl. Paderewskiego 82;New;5
802;Stefan;Czerner;nicole82@kandziora-szeja.com;727 669 295;Białystok;15-001;plac Konarskiego 83;Subscriber;10
803;Alex;Dziechciarz;hubertsupel@fpuh.pl;+48 514 338 754;Katowice;40-001;pl. Sybiraków 15;Subscriber;12
804;Anastazja;Złotek;tola43@fpuh.com;32 533 47 14;Lublin;20-001;ul. Fredry 33/18;Subscriber;3
805;Anastazja;Krochmal;jakuborman@yahoo.com;880 484 303;Kielce;25-001;aleja Górna 566;New;13
806;Olgierd;Mikoda;olgaandziak@hotmail.com;32 966 81 28;Przemyśl;37-700;plac Bursztynowa 276;New;9
807;Kornel;Karwala;fkleban@kierat.pl;601 801 855;Nowy Sącz;33-300;plac Kaszubska 52/61;Subscriber;6
808;Dominik;Tarach;tmysior@gmail.com;+48 663 534 409;Ostrowiec Świętokrzyski;27-400;ul. Dworcowa 70;Subscriber;13
809;Julian;Dzierżak;jankagabriel@gabinety.net;880 691 913;Płock;09-400;ul. Sawickiej 904;Subscriber;7
810;Julianna;Winek;iwopacura@stowarzyszenie.pl;+48 728 762 431;Jelenia Góra;58-500;ulica Niepodległości 488;New;1
811;Antoni;Łapaj;pawel90@grupa.com;576 069 414;Poznań;60-001;aleja Kasztanowa 76;New;15
812;Grzegorz;Warmuz;koziejamarcel@buszkiewicz-poletek.org;22 214 04 39;Sopot;81-701;ulica Wybickiego 474;New;11
813;Karina;Pielach;klaralisak@polnik-skiepko.com;698 175 112;Koszalin;75-001;al. Strumykowa 43;New;16
814;Albert;Ulewicz;marcelina61@yahoo.com;697 098 090;Toruń;87-100;al. Cmentarna 53;Subscriber;2
815;Bianka;Kurzac;adamyrcik@hotmail.com;+48 22 011 63 89;Zamość;22-400;aleja Glówna 15/83;Subscriber;3
816;Olgierd;Toborek;zabierekadrianna@gabinety.pl;+48 667 056 446;Stalowa Wola;37-403;ulica Prosta 862;Subscriber;9
817;Kacper;Samol;marika49@kuczak.com;730 472 135;Tarnów;33-100;ul. Działkowa 65;New;6
818;Karina;Korzekwa;wkroll@gmail.com;603 558 567;Rzeszów;35-001;al. Srebrna 216;Subscriber;9
819;Sebastian;Senator;tolagalat@fpuh.pl;+48 732 010 316;Nowa Sól;67-100;al. Brzechwy 177;Subscriber;4
820;Tymoteusz;Tofil;juliuszseta@gmail.com;538 236 056;Opole;45-001;aleja Ogrodowa 66;New;8
821;Dawid;Ciepłuch;gkijas@szajek.pl;799 435 232;Starachowice;27-200;aleja Cicha 988;Subscriber;13
822;Filip;Kowalak;szatanikfranciszek@stowarzyszenie.pl;32 228 94 37;Konin;62-500;aleja Gdańska 81;Subscriber;15
823;Oskar;Fiedorczuk;pwlazlak@gmail.com;22 129 32 18;Chełm;22-100;pl. Wesoła 339;Subscriber;3
824;Kornel;Karaśkiewicz;pawel26@jerzyk.com;+48 780 155 693;Sopot;81-701;ul. Niecała 15/26;Subscriber;11
825;Marcelina;Kutera;zygmuntowiczjan@gmail.com;+48 22 169 67 49;Nowy Sącz;33-300;plac Dębowa 42;New;6
826;Paweł;Zacharek;bartelapiotr@o2.pl;794 847 586;Poznań;60-001;pl. Borówkowa 86/40;Subscriber;15
827;Nataniel;Klinger;apolonia22@fundacja.com;+48 534 394 918;Sopot;81-701;ul. Brzozowa 458;New;11
828;Sylwia;Drobot;gotfrydida@grupa.pl;22 838 50 15;Tarnów;33-100;ulica Ludowa 75/54;New;6
829;Nataniel;Herbut;aleks12@stowarzyszenie.pl;+48 511 526 556;Legnica;59-220;ulica Brzechwy 37/76;Subscriber;1
830;Miłosz;Droś;piotr02@ppuh.org;+48 574 419 562;Opole;45-001;pl. Błękitna 75/07;Subscriber;8
831;Marcin;Powązka;kornelklamka@stowarzyszenie.pl;661 523 459;Konin;62-500;ulica Jabłoniowa 790;Subscriber;15
832;Liwia;Pajda;jurczukadrian@onet.pl;+48 600 504 043;Legnica;59-220;al. Ludowa 18;New;1
833;Daniel;Czajor;usskalina@onet.pl;533 071 245;Piotrków Trybunalski;97-300;al. Podmiejska 77;Subscriber;5
834;Piotr;Pietrusiewicz;mleks@ppuh.com;788 381 740;Płock;09-400;pl. Jana 061;Subscriber;7
835;Adrian;Pronobis;bialczyktobiasz@spoldzielnia.com;+48 884 410 868;Suwałki;16-402;aleja Pszenna 67/55;Subscriber;10
836;Kamil;Chatys;politowicztomasz@tomaszczyk.com;+48 571 719 335;Starachowice;27-200;aleja Pogodna 04/94;Subscriber;13
837;Stefan;Basa;leonard75@gierek-kwapis.org;+48 739 535 755;Szczecin;70-001;aleja Irysowa 54/04;New;16
838;Róża;Stasica;kafelmateusz@yahoo.com;509 246 860;Suwałki;16-402;ulica Nadrzeczna 43/96;New;10
839;Anastazja;Cofała;radkodagmara@kudela-bobel.com;+48 505 002 822;Koszalin;75-001;pl. Wrzosowa 41/72;New;16
840;Eliza;Kulis;domonurszula@interia.pl;511 226 233;Zamość;22-400;pl. Wybickiego 39;New;3
841;Fabian;Jamroży;gajabulanda@stowarzyszenie.pl;+48 699 985 341;Łomża;18-400;plac Konarskiego 49/78;Subscriber;10
842;Robert;Kowala;kornel10@muc.com;669 708 110;Zamość;22-400;aleja Majowa 75/59;New;3
843;Oskar;Maślankiewicz;jan49@fpuh.org;501 594 364;Płock;09-400;pl. Graniczna 84;New;7
844;Aleksander;Wieja;krancalan@spoldzielnia.pl;+48 576 788 812;Pabianice;95-050;aleja Skrajna 00/83;New;5
845;Olga;Rembisz;bsularz@fpuh.com;784 309 345;Pabianice;95-050;pl. Tartaczna 279;Subscriber;5
846;Anita;Oleksak;lendagustaw@hotmail.com;786 415 045;Rzeszów;35-001;ul. Lotnicza 891;Subscriber;9
847;Jan;Niedźwiadek;ikral@stowarzyszenie.pl;695 463 385;Łomża;18-400;aleja Wypoczynkowa 66/52;Subscriber;10
848;Dorota;Majorczyk;jedrzejdziugiel@hotmail.com;780 458 589;Stalowa Wola;37-403;al. Towarowa 418;Subscriber;9
849;Melania;Pyć;alexwasiuk@hotmail.com;+48 501 232 142;Suwałki;16-402;pl. Orkana 487;New;10
850;Ignacy;Pracz;bejgermonika@ppuh.com;695 992 188;Kraków;30-001;pl. Zdrojowa 65/74;New;6
851;Juliusz;Szymajda;nseidel@yahoo.com;511 582 011;Częstochowa;42-207;ulica Bydgoska 99/72;New;12
852;Marcel;Wochna;dorotagluszko@gabinety.net;510 741 960;Łomża;18-400;ulica Dębowa 68/02;New;10
853;Hubert;Szywała;lgumienna@fpuh.net;+48 516 472 314;Jelenia Góra;58-500;al. Magnoliowa 24;New;1
854;Cezary;Łepek;drykaborys@minkina.pl;579 138 347;Zamość;22-400;al. Rynek 01/48;Subscriber;3
855;Sylwia;Ważny;nszyba@ppuh.pl;32 616 56 27;Katowice;40-001;aleja Glówna 96;Subscriber;12
856;Bianka;Cholewka;rychelkamila@interia.pl;+48 662 111 212;Stalowa Wola;37-403;plac Norwida 36;Subscriber;9
857;Róża;Niesporek;vmajewicz@o2.pl;663 761 677;Rzeszów;35-001;aleja Rolna 398;New;9
858;Justyna;Bacia;kawulajeremi@stowarzyszenie.pl;+48 32 329 07 56;Brzeg;32-800;pl. Konopnickiej 69/57;New;8
859;Franciszek;Szczubełek;jakub56@maciuszek-paprotny.com;+48 516 547 432;Białystok;15-001;al. Staszica 58;Subscriber;10
860;Lidia;Gzyl;konradkukawka@marcol.pl;785 935 286;Elbląg;82-300;aleja Wypoczynkowa 02/84;New;14
861;Oskar;Zinkiewicz;oliwierzaras@stowarzyszenie.pl;725 835 045;Stalowa Wola;37-403;aleja Poniatowskiego 96/09;Subscriber;9
862;Nela;Oczko;korneliadywan@kurczak-kieca.com;697 237 252;Olsztyn;10-001;al. Kosynierów 321;Subscriber;14
863;Ada;Sorbian;ciulaaurelia@onet.pl;571 207 765;Jelenia Góra;58-500;plac Strzelecka 45;Subscriber;1
864;Franciszek;Wojniak;janinaradke@o2.pl;665 927 489;Sopot;81-701;ulica Podmiejska 48;Subscriber;11
865;Janina;Spadło;dhanzel@gabinety.pl;888 830 028;Pabianice;95-050;ul. Zdrojowa 73;New;5
866;Kornel;Mosur;zoszust@grupa.com;502 438 446;Łódź;90-001;al. Turkusowa 56;New;5
867;Marcin;Madziar;sierzantanita@jedrusiak-heczko.pl;+48 518 617 848;Gorzów Wielkopolski;66-400;al. Grottgera 01/71;New;4
868;Marcelina;Jessa;qkalota@spoldzielnia.net;+48 887 606 170;Jelenia Góra;58-500;al. Słowicza 92/53;New;1
869;Julita;Fedorczyk;aureliabudzen@gmail.com;32 361 09 08;Płock;09-400;aleja Cedrowa 88/08;Subscriber;7
870;Dorota;Galos;pawlaczekmikolaj@fpuh.pl;+48 881 624 465;Kielce;25-001;al. Bydgoska 325;New;13
871;Patryk;Burnat;igordomek@stowarzyszenie.com;572 492 519;Radom;26-601;pl. Śląska 96/70;New;7
872;Stanisław;Frania;pasiecznatymoteusz@ppuh.org;+48 886 845 516;Gorzów Wielkopolski;66-400;pl. Jarzębinowa 14;Subscriber;4
873;Klara;Gramza;etos@ppuh.com;32 081 62 35;Toruń;87-100;plac Opolska 93/80;New;2
874;Marek;Madajczyk;noszczykgabriel@sajewicz.org;32 829 88 20;Koszalin;75-001;al. Grabowa 96;Subscriber;16
875;Emil;Czermak;detkablanka@hotmail.com;+48 785 777 036;Radom;26-601;ulica Andersa 731;New;7
876;Aleksander;Olas;gabrielmeissner@rusiniak.pl;+48 32 664 34 48;Włocławek;87-800;ul. Wyzwolenia 525;New;2
877;Dariusz;Osada;jhamrol@gmail.com;730 604 288;Bydgoszcz;85-001;ul. Mazurska 367;New;2
878;Marcel;Więcławek;kafeldariusz@yahoo.com;+48 536 165 701;Ełk;19-300;al. Bursztynowa 383;New;14
879;Róża;Grzenia;dariuszleks@bakun.com;32 143 25 44;Olsztyn;10-001;ulica Armii Krajowej 50;Subscriber;14
880;Tadeusz;Goliszek;bruno73@hotmail.com;+48 722 292 006;Starachowice;27-200;ulica Polna 064;New;13
881;Agnieszka;Pałyga;sandrakalista@misiurek-morgala.pl;+48 789 754 295;Sopot;81-701;plac Wysoka 332;Subscriber;11
882;Gustaw;Janc;albert67@onet.pl;+48 32 588 36 16;Lublin;20-001;plac Srebrna 655;New;3
883;Nataniel;Kurczak;fryderyk15@gmail.com;607 017 769;Warszawa;00-001;aleja Jaskółcza 88/44;Subscriber;7
884;Róża;Handzel;olaf37@o2.pl;881 764 636;Stalowa Wola;37-403;aleja Żeglarska 13;Subscriber;9
885;Alan;Tokarek;istupak@hadam-matejczuk.com;+48 794 438 928;Pabianice;95-050;al. Stycznia 70;Subscriber;5
886;Oskar;Łukasz;rozaliagagala@gmail.com;519 215 887;Łomża;18-400;aleja Szewska 688;Subscriber;10
887;Kajetan;Kurzak;luberadagmara@gmail.com;738 565 770;Szczecin;70-001;al. Makowa 57/67;Subscriber;16
888;Franciszek;Małota;fechnermonika@tarach-dyka.pl;+48 734 326 891;Opole;45-001;plac Podmiejska 28;Subscriber;8
889;Inga;Nikołajuk;brejnakanita@stowarzyszenie.pl;501 343 491;Białystok;15-001;ulica Popiełuszki 292;New;10
890;Grzegorz;Zach;karina08@gmail.com;504 589 365;Starachowice;27-200;pl. Solidarnosci 855;Subscriber;13
891;Nicole;Majdan;kudelawiktor@onet.pl;+48 795 908 956;Jelenia Góra;58-500;ulica Kielecka 24/86;Subscriber;1
892;Marcin;Kamyk;tadeusz99@spoldzielnia.net;+48 691 359 463;Łomża;18-400;ul. Parkowa 352;New;10
893;Aleksander;Gospodarek;kornelia68@grupa.com;+48 519 731 490;Kraków;30-001;aleja Krasińskiego 10;Subscriber;6
894;Mieszko;Halama;schwarzmalwina@o2.pl;+48 780 132 170;Łomża;18-400;pl. Staszica 454;New;10
895;Ignacy;Wożniak;nataniel05@fpuh.com;+48 514 349 745;Świnoujście;72-600;pl. Kossaka 692;Subscriber;16
896;Kacper;Dziechciarz;vciepluch@interia.pl;722 872 225;Nowy Sącz;33-300;al. Miłosza 09/94;New;6
897;Krystian;Wałdoch;rzimmer@gmail.com;+48 692 098 955;Starachowice;27-200;aleja Krasickiego 20;New;13
898;Adrianna;Tarasek;marikanestorowicz@o2.pl;667 042 397;Chełm;22-100;plac Jesienna 970;New;3
899;Eliza;Górnisiewicz;tomasz56@onet.pl;+48 661 198 330;Brzeg;32-800;pl. Królewska 114;Subscriber;8
900;Roksana;Januchta;zjop@stowarzyszenie.com;+48 500 707 521;Białystok;15-001;ul. Kreta 504;Subscriber;10
901;Justyna;Józwik;olgaobiala@fpuh.org;+48 32 340 32 44;Toruń;87-100;al. Wrzosowa 37/00;New;2
902;Ewa;Moroń;kalina54@blasik.pl;+48 22 837 27 35;Zielona Góra;65-001;aleja Sienkiewicza 402;Subscriber;4
903;Dorota;Jędrys;nkubaczyk@sapala.pl;504 012 643;Gorzów Wielkopolski;66-400;plac Sikorskiego 103;New;4
904;Julian;Tokaj;jtrzyna@gmail.com;+48 505 283 693;Ostrowiec Świętokrzyski;27-400;ul. Koralowa 07;Subscriber;13
905;Klara;Ładziak;strzadaladorota@hotmail.com;888 911 450;Kielce;25-001;ulica Makowa 726;New;13
906;Michał;Szłapka;sandra89@stowarzyszenie.com;+48 726 719 428;Bydgoszcz;85-001;aleja Warszawska 89/06;New;2
907;Agnieszka;Łągiewka;marekbajak@kacperczyk.pl;32 725 98 70;Lublin;20-001;aleja Krasickiego 95;New;3
908;Róża;Ciężka;jaszczaleks@grupa.com;605 156 669;Łomża;18-400;pl. Spokojna 684;New;10
909;Kaja;Wojtyś;olgierdwilkos@o2.pl;601 538 351;Gliwice;44-100;ul. Powstańców Wielkopolskich 134;Subscriber;12
910;Ida;Gajowiak;tymoteusztaciak@ziarnik.pl;+48 694 942 131;Jelenia Góra;58-500;ul. Sportowa 42/71;New;1
911;Kornelia;Stojak;edomon@yahoo.com;511 855 411;Opole;45-001;plac Spacerowa 21/44;Subscriber;8
912;Marcelina;Nojman;maciejszoltysik@o2.pl;+48 738 596 156;Lublin;20-001;aleja Wiklinowa 42;Subscriber;3
913;Alex;Łacina;bandykdorota@fpuh.com;+48 32 673 11 84;Gdańsk;80-001;al. Szewska 31/20;Subscriber;11
914;Jan;Koperek;pbasa@fundacja.pl;+48 539 154 812;Elbląg;82-300;ulica Ludowa 54;New;14
915;Inga;Lademann;radoslaw76@gmail.com;+48 694 807 215;Nowy Sącz;33-300;ulica Jaśminowa 702;New;6
916;Eryk;Marcińczyk;kaja14@liskiewicz.net;+48 32 467 49 33;Bydgoszcz;85-001;ul. Irysowa 77/27;Subscriber;2
917;Kornelia;Fogt;gwyroba@hotmail.com;+48 538 103 931;Ostrowiec Świętokrzyski;27-400;aleja Południowa 319;New;13
918;Witold;Frelich;zuziakoskar@kwapien.com;691 611 557;Nowa Sól;67-100;ulica Jeżynowa 11/25;Subscriber;4
919;Agnieszka;Tatarczyk;domekroksana@spoldzielnia.org;789 276 982;Sopot;81-701;al. Północna 74;New;11
920;Nela;Wac;foltamalwina@gabinety.pl;609 166 398;Katowice;40-001;al. Mazowiecka 12/13;Subscriber;12
921;Nataniel;Malcharek;cypriancader@hotmail.com;+48 575 846 182;Koszalin;75-001;aleja Księżycowa 639;Subscriber;16
922;Norbert;Trybus;klebandaniel@hotmail.com;+48 600 347 413;Suwałki;16-402;al. Swierkowa 35/09;New;10
923;Kacper;Dela;grzegorzkielbus@gabinety.pl;+48 532 896 659;Suwałki;16-402;plac Sarnia 06/47;Subscriber;10
924;Konrad;Suszka;hwojciech@interia.pl;+48 886 924 835;Zamość;22-400;al. Fiołkowa 84;New;3
925;Aniela;Drygas;kajamaciejuk@komsta.com;+48 503 403 267;Legnica;59-220;aleja Orla 09/77;Subscriber;1
926;Sandra;Burdach;erykkapuscik@spoldzielnia.pl;22 528 01 27;Przemyśl;37-700;al. Szarych Szeregów 960;Subscriber;9
927;Sonia;Pieczarka;podsiedlikpawel@stowarzyszenie.com;+48 518 338 713;Płock;09-400;ulica Kwiatowa 97/19;Subscriber;7
928;Nikodem;Fedorczyk;szmagajradoslaw@hotmail.com;+48 22 914 30 62;Jelenia Góra;58-500;plac Prusa 796;Subscriber;1
929;Roksana;Długozima;konsekandrzej@interia.pl;+48 32 177 48 47;Nowy Sącz;33-300;plac Świerczewskiego 744;New;6
930;Andrzej;Stachelek;zmalara@fundacja.pl;737 973 578;Przemyśl;37-700;ulica Jodłowa 53;Subscriber;9
931;Bartek;Stanclik;marcin13@grupa.com;+48 786 096 241;Pabianice;95-050;ul. Plater 917;Subscriber;5
932;Dariusz;Gniewek;znagel@stowarzyszenie.pl;691 185 805;Rzeszów;35-001;pl. Konwaliowa 27/40;Subscriber;9
933;Olga;Paczos;itylek@hotmail.com;32 224 97 24;Piotrków Trybunalski;97-300;plac Jaśminowa 81/66;Subscriber;5
934;Rozalia;Lademann;npierzak@o2.pl;+48 519 669 322;Toruń;87-100;pl. Swierkowa 90/96;New;2
935;Błażej;Matulewicz;vgalach@onet.pl;+48 606 825 586;Nowa Sól;67-100;plac Powstańców Śląskich 27/90;Subscriber;4
936;Fabian;Borysiak;gustaw88@olesiejuk-lepianka.com;+48 727 576 903;Chełm;22-100;aleja Nadrzeczna 562;Subscriber;3
937;Gustaw;Buchalik;usobilo@o2.pl;794 351 956;Szczecin;70-001;ulica Żwirki i Wigury 58;New;16
938;Jeremi;Konsek;bortkiewiczsylwia@gmail.com;+48 737 566 784;Jelenia Góra;58-500;ulica Wspólna 64/35;Subscriber;1
939;Inga;Brejnak;dawid09@gmail.com;504 650 170;Gorzów Wielkopolski;66-400;pl. Okrzei 497;Subscriber;4
940;Kazimierz;Ciastek;mainkaanita@hanke.pl;+48 695 930 929;Gliwice;44-100;aleja Bema 232;New;12
941;Oliwier;Mrozowicz;buszkiewiczalex@stowarzyszenie.net;+48 22 986 52 03;Jelenia Góra;58-500;aleja Jaśminowa 89/43;Subscriber;1
942;Konstanty;Krakowczyk;solisdariusz@interia.pl;785 573 244;Starachowice;27-200;ul. Wybickiego 32;Subscriber;13
943;Patryk;Obarzanek;mariusz41@yahoo.com;738 615 413;Toruń;87-100;plac Poprzeczna 96/23;New;2
944;Angelika;Franik;vkrepa@gmail.com;+48 32 161 69 35;Koszalin;75-001;pl. Szafirowa 788;New;16
945;Natasza;Pacholik;igorwyrostek@matenko-walocha.com;+48 22 511 35 29;Kalisz;62-800;ul. Szeroka 976;Subscriber;15
946;Julian;Węgrzyk;fryderyk51@onet.pl;669 528 668;Brzeg;32-800;ulica Armii Krajowej 69/41;Subscriber;8
947;Inga;Kryszczuk;artur08@spoldzielnia.com;22 724 88 43;Gorzów Wielkopolski;66-400;al. Ściegiennego 969;New;4
948;Tymon;Wacławiak;piotrkujawiak@nowotka.pl;+48 732 097 152;Pabianice;95-050;ul. Korfantego 38;New;5
949;Nikodem;Tereszkiewicz;anastazja58@gabinety.com;+48 538 631 794;Białystok;15-001;pl. Sokola 04;Subscriber;10
950;Anastazja;Pułka;kobelblazej@ppuh.com;513 166 171;Kalisz;62-800;al. Sosnowa 20/45;Subscriber;15
951;Adrian;Loska;kaja13@fundacja.net;789 024 526;Świnoujście;72-600;aleja Świerczewskiego 14;Subscriber;16
952;Karina;Kubowicz;norberttasarz@hotmail.com;+48 513 904 107;Chełm;22-100;aleja Powstańców Wielkopolskich 329;New;3
953;Kornel;Basista;igor36@onet.pl;603 756 567;Poznań;60-001;plac Myśliwska 129;New;15
954;Kacper;Budzich;iwo01@gabinety.pl;574 741 625;Bydgoszcz;85-001;al. Kazimierza Wielkiego 78/04;Subscriber;2
955;Ewelina;Zinkiewicz;melania65@yahoo.com;728 663 736;Kalisz;62-800;aleja Sienkiewicza 253;Subscriber;15
956;Tobiasz;Wiercigroch;kurdajozef@spoldzielnia.pl;737 807 208;Gliwice;44-100;plac Matejki 864;New;12
957;Alan;Zbroja;igor75@kowalowka.pl;+48 783 229 275;Nysa;48-267;ul. Bolesława Krzywoustego 37;Subscriber;8
958;Kazimierz;Sanetra;ingaglenc@gabinety.org;572 865 548;Włocławek;87-800;ulica Rumiankowa 959;New;2
959;Liwia;Wałęsa;konradchromy@gmail.com;784 205 720;Katowice;40-001;pl. Borowa 15;New;12
960;Emil;Witkowicz;anna-maria09@hotmail.com;+48 789 860 765;Warszawa;00-001;ul. Grabowa 53/51;New;7
961;Tobiasz;Larysz;hpastuszko@fpuh.pl;720 935 347;Ełk;19-300;plac Kruczkowskiego 78/76;Subscriber;14
962;Nikodem;Szwiec;mgerlach@klepka.pl;790 278 900;Warszawa;00-001;ul. Morska 34/22;Subscriber;7
963;Janina;Aleksiejuk;jasinamarcin@gmail.com;+48 574 184 710;Łódź;90-001;aleja Nadrzeczna 37;Subscriber;5
964;Julian;Grosz;jeremi39@onet.pl;+48 519 416 469;Częstochowa;42-207;ul. Bolesława Chrobrego 75;Subscriber;12
965;Marcelina;Kłósek;sebastian96@interia.pl;883 384 496;Kraków;30-001;pl. Asnyka 18;Subscriber;6
966;Oskar;Wiewiórka;mhanas@kuszyk.org;780 952 512;Koszalin;75-001;aleja Sarnia 97;Subscriber;16
967;Rozalia;Beck;adrian00@gmail.com;788 306 350;Suwałki;16-402;plac Krótka 47;New;10
968;Ewelina;Smolorz;jakub44@chwala.pl;690 904 850;Olsztyn;10-001;al. Ogrodowa 05/96;New;14
969;Róża;Pleban;ydrywa@onet.pl;+48 792 173 045;Białystok;15-001;al. Ptasia 865;New;10
970;Jędrzej;Smutek;ewa98@spoldzielnia.pl;797 461 440;Katowice;40-001;ulica Kruczkowskiego 03;Subscriber;12
971;Aurelia;Maksym;makstuzimek@szczepaniec.pl;791 623 439;Gdynia;81-000;ul. Źródlana 774;New;11
972;Ewelina;Cyganik;albertmizgala@interia.pl;797 780 452;Chełm;22-100;aleja Poniatowskiego 119;Subscriber;3
973;Józef;Czubaszek;ksarniak@hotmail.com;885 648 331;Nowy Sącz;33-300;ul. Gałczynskiego 85/82;Subscriber;6
974;Konstanty;Sornat;leongordon@hotmail.com;+48 882 340 855;Legnica;59-220;ulica Diamentowa 66/73;Subscriber;1
975;Agnieszka;Duszczyk;rozalia47@fpuh.net;+48 578 732 302;Konin;62-500;ul. Dąbrowskiej 18;Subscriber;15
976;Olaf;Juras;pbuksa@merda-wawak.com;887 878 445;Elbląg;82-300;ul. Perłowa 011;Subscriber;14
977;Jędrzej;Pazera;ypietrewicz@interia.pl;+48 22 303 65 41;Toruń;87-100;ulica Floriana 28;New;2
978;Elżbieta;Rajczak;dariuszaleksa@onet.pl;511 757 894;Tarnów;33-100;ulica Dojazdowa 81;New;6
979;Jacek;Dzienisz;angelika81@grupa.com;+48 782 138 043;Ełk;19-300;ulica Wrzosowa 51/76;Subscriber;14
980;Blanka;Sidorczuk;inga70@fundacja.com;32 196 15 23;Koszalin;75-001;aleja Parkowa 459;Subscriber;16
981;Tola;Miodek;anielaprokurat@grupa.com;782 177 359;Wrocław;50-001;al. Harcerska 086;Subscriber;1
982;Angelika;Groth;csuszka@hotmail.com;+48 22 599 53 06;Nysa;48-267;pl. Kamienna 19/59;Subscriber;8
983;Konrad;Hojda;marcelmyk@o2.pl;798 080 605;Włocławek;87-800;ulica Wrzosowa 487;New;2
984;Bianka;Święs;boryspiekarek@stowarzyszenie.com;537 957 536;Bydgoszcz;85-001;aleja Poprzeczna 341;New;2
985;Alex;Brzykcy;spitula@o2.pl;+48 736 419 617;Brzeg;32-800;al. Chmielna 92;Subscriber;8
986;Karina;Wizner;aslomian@onet.pl;+48 796 608 593;Lublin;20-001;ul. Mokra 830;Subscriber;3
987;Kazimierz;Prejs;ppotyrala@gmail.com;+48 32 473 61 79;Kraków;30-001;plac Jana III Sobieskiego 14;New;6
988;Dominik;Kosiec;indykjanina@o2.pl;+48 799 660 564;Radom;26-601;al. Spółdzielcza 33/10;Subscriber;7
989;Albert;Dudkowiak;bruno19@spoldzielnia.net;699 587 137;Gdynia;81-000;ulica Ludowa 302;Subscriber;11
990;Alex;Cyganik;jakub22@drozdowicz.com;888 598 958;Kraków;30-001;plac Cicha 28/04;Subscriber;6
991;Elżbieta;Milewczyk;elzbieta58@gabinety.pl;537 654 094;Brzeg;32-800;plac Żeromskiego 09/98;New;8
992;Miłosz;Kolka;molhubert@o2.pl;32 858 45 29;Częstochowa;42-207;aleja Rybacka 72/22;Subscriber;12
993;Adrianna;Godzisz;eliza36@gmail.com;796 226 742;Łódź;90-001;al. Sowia 02;Subscriber;5
994;Wiktor;Igras;piasecznakornelia@yahoo.com;+48 570 291 338;Jelenia Góra;58-500;ul. Podgórna 21;New;1
995;Szymon;Gonsior;arkadiusz75@yahoo.com;504 678 324;Olsztyn;10-001;aleja Srebrna 011;New;14
996;Maurycy;Świt;mszymula@hotmail.com;695 309 100;Białystok;15-001;aleja Wałowa 972;New;10
